Shop_Name,Location,Date,Product_Type,Brand,Quantity_Sold,Unit_Price,Payment_Mode,Customer_Age
Teja Wines – Kothapatnam,Kothapatnam,2025-12-04,Vodka,Kingfisher,,180,UPI,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-26,Vodka,,,500,Card,47.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-16,Whisky,McDowell's,1.0,750,Cash,41.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-03,Whisky,Signature,10.0,300,Cash,41.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-12,Whisky,Kingfisher,5.0,90,UPI,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-17,Wine,Bacardi,10.0,300,Cash,54.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-14,Vodka,McDowell's,5.0,180,,46.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-19,Beer,Kingfisher,20.0,750,Card,61.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-29,Rum,Smirnoff,20.0,500,,43.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-06,Brandy,Royal Stag,5.0,90,UPI,31.0
Teja Wines – Ongole,Ongole,2025-12-03,Rum,Royal Stag,3.0,180,,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-06,Wine,,4.0,300,UPI,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-06,Rum,Royal Stag,1.0,1000,UPI,48.0
Teja Wines – SN Padu,SN Padu,2025-12-02,Whisky,Royal Stag,,220,UPI,57.0
Teja Wines – SN Padu,SN Padu,2025-09-18,Rum,Signature,10.0,1000,Card,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-03,Rum,Kingfisher,1.0,180,Cash,62.0
Teja Wines – SN Padu,SN Padu,2025-12-13,Wine,,5.0,220,Card,30.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-25,Wine,Smirnoff,2.0,300,Cash,59.0
Teja Wines – SN Padu,SN Padu,2025-12-31,Vodka,Bacardi,3.0,120,UPI,60.0
Teja Wines – Ongole,Ongole,2025-11-20,Rum,Signature,10.0,1000,Card,40.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-14,Whisky,Royal Stag,3.0,220,Card,54.0
Teja Wines – SN Padu,SN Padu,2025-08-13,Vodka,Royal Stag,1.0,500,UPI,62.0
Teja Wines – SN Padu,SN Padu,2025-11-18,Beer,McDowell's,2.0,750,Cash,58.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-04,Rum,,1.0,750,,63.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-06,Whisky,Kingfisher,1.0,220,UPI,33.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-23,Wine,Kingfisher,2.0,150,,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-15,Beer,Bacardi,10.0,500,Card,30.0
Teja Wines – Ongole,Ongole,2025-07-15,Wine,,3.0,120,Card,63.0
Teja Wines – Ongole,Ongole,2025-07-08,Brandy,Royal Stag,,180,UPI,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-29,Brandy,,1.0,90,,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-29,Whisky,,3.0,220,Cash,61.0
Teja Wines – Ongole,Ongole,2025-11-08,Whisky,Smirnoff,10.0,220,UPI,58.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-22,Vodka,Smirnoff,3.0,1000,Card,25.0
Teja Wines – Ongole,Ongole,2025-12-16,Rum,Bacardi,20.0,1000,,52.0
Teja Wines – Ongole,Ongole,2025-10-02,Brandy,Smirnoff,4.0,220,Card,38.0
Teja Wines – Ongole,Ongole,2025-07-23,Wine,Signature,4.0,120,Cash,49.0
Teja Wines – Ongole,Ongole,2025-10-21,Brandy,,10.0,300,UPI,25.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-03,Beer,Royal Stag,4.0,220,UPI,61.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-30,Beer,Kingfisher,10.0,180,Card,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-06,Whisky,,20.0,1000,Card,45.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-19,Whisky,Kingfisher,2.0,750,Cash,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-11,Vodka,,20.0,220,Card,45.0
Teja Wines – SN Padu,SN Padu,2025-09-13,Whisky,McDowell's,5.0,500,,24.0
Teja Wines – SN Padu,SN Padu,2025-12-14,Vodka,Kingfisher,5.0,500,Card,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-21,Whisky,Kingfisher,5.0,750,Cash,28.0
Teja Wines – Ongole,Ongole,2025-09-07,Rum,Kingfisher,3.0,120,,42.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-24,Whisky,,10.0,90,UPI,23.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-17,Wine,Smirnoff,10.0,150,UPI,33.0
Teja Wines – Ongole,Ongole,2025-10-31,Rum,Signature,20.0,180,Cash,
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Beer,Smirnoff,,150,Card,46.0
Teja Wines – Ongole,Ongole,2025-07-08,Brandy,McDowell's,10.0,750,Card,49.0
Teja Wines – SN Padu,SN Padu,2025-10-17,Beer,,1.0,750,,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-16,Wine,Bacardi,10.0,500,Cash,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-29,Wine,Royal Stag,1.0,150,,27.0
Teja Wines – SN Padu,SN Padu,2025-08-19,Wine,,4.0,750,Card,24.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-16,Beer,McDowell's,20.0,750,,28.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-19,Brandy,Royal Stag,1.0,300,Card,23.0
Teja Wines – SN Padu,SN Padu,2025-12-22,Rum,Royal Stag,4.0,150,,39.0
Teja Wines – Ongole,Ongole,2025-07-17,Vodka,Bacardi,3.0,150,Cash,45.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-11,Whisky,McDowell's,1.0,300,Card,48.0
Teja Wines – SN Padu,SN Padu,2025-08-21,Whisky,,20.0,180,UPI,60.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-12,Wine,Signature,10.0,90,Card,18.0
Teja Wines – Ongole,Ongole,2025-12-27,Beer,,1.0,220,UPI,63.0
Teja Wines – SN Padu,SN Padu,2025-11-08,Brandy,,120.0,120,Card,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-16,Brandy,Signature,20.0,180,UPI,53.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-25,Wine,Signature,1.0,120,UPI,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-30,Brandy,Signature,10.0,1000,UPI,54.0
Teja Wines – Ongole,Ongole,2025-10-30,Brandy,Royal Stag,5.0,150,Card,29.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-25,Brandy,Bacardi,4.0,150,,27.0
Teja Wines – SN Padu,SN Padu,2025-08-08,Vodka,Signature,1.0,220,,36.0
Teja Wines – SN Padu,SN Padu,2025-08-27,Whisky,Royal Stag,10.0,180,Card,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-02,Vodka,Royal Stag,5.0,120,Cash,18.0
Teja Wines – SN Padu,SN Padu,2025-12-10,Beer,Smirnoff,5.0,750,Cash,30.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-02,Vodka,McDowell's,10.0,120,UPI,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-07,Wine,Signature,3.0,150,UPI,47.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-26,Vodka,,,300,Card,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-08,Brandy,,10.0,90,UPI,60.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-22,Rum,Kingfisher,3.0,90,UPI,61.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-27,Whisky,Kingfisher,,180,Cash,35.0
Teja Wines – SN Padu,SN Padu,2025-10-30,Vodka,Kingfisher,2.0,150,UPI,48.0
Teja Wines – SN Padu,SN Padu,2025-09-01,Whisky,McDowell's,4.0,220,UPI,26.0
Teja Wines – SN Padu,SN Padu,2025-11-26,Wine,Smirnoff,3.0,750,,34.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-18,Vodka,Bacardi,1.0,750,Card,40.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-16,Wine,,5.0,120,Cash,43.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-25,Rum,Royal Stag,3.0,150,,48.0
Teja Wines – SN Padu,SN Padu,2025-11-15,Whisky,Kingfisher,10.0,180,Cash,31.0
Teja Wines – SN Padu,SN Padu,2025-09-24,Whisky,Signature,,180,Cash,55.0
Teja Wines – SN Padu,SN Padu,2025-12-22,Whisky,McDowell's,5.0,90,Card,27.0
Teja Wines – SN Padu,SN Padu,2025-12-01,Beer,Smirnoff,1.0,750,,26.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-15,Whisky,,1.0,500,Card,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-19,Brandy,,3.0,150,Cash,38.0
Teja Wines – Ongole,Ongole,2025-07-31,Brandy,,20.0,90,UPI,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-28,Whisky,,,500,Cash,62.0
Teja Wines – Ongole,Ongole,2025-09-21,Wine,Signature,,220,UPI,61.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-25,Rum,Signature,1.0,90,UPI,59.0
Teja Wines – Ongole,Ongole,2025-12-19,Rum,Smirnoff,2.0,150,,58.0
Teja Wines – SN Padu,SN Padu,2025-09-28,Whisky,Kingfisher,20.0,120,Cash,35.0
Teja Wines – Ongole,Ongole,2025-08-29,Wine,,,300,UPI,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-30,Brandy,Royal Stag,3.0,180,UPI,28.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-29,Vodka,,10.0,90,,32.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-05,Wine,Bacardi,5.0,1000,Cash,63.0
Teja Wines – SN Padu,SN Padu,2025-10-07,Whisky,Kingfisher,2.0,90,,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-09,Beer,,,180,,30.0
Teja Wines – SN Padu,SN Padu,2025-08-06,Brandy,Smirnoff,20.0,750,Card,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-02,Beer,Signature,1.0,750,,28.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-19,Vodka,Bacardi,3.0,750,Card,38.0
Teja Wines – Ongole,Ongole,2025-08-31,Vodka,Bacardi,4.0,220,Card,22.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-27,Vodka,Kingfisher,4.0,750,UPI,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-18,Vodka,Smirnoff,5.0,220,Cash,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-20,Brandy,Royal Stag,,90,UPI,38.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-23,Wine,Royal Stag,3.0,120,,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-30,Vodka,Kingfisher,1.0,180,Card,61.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-30,Beer,Signature,1.0,300,Cash,31.0
Teja Wines – Ongole,Ongole,2025-11-14,Vodka,Bacardi,,120,,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-01,Vodka,McDowell's,5.0,120,UPI,60.0
Teja Wines – Ongole,Ongole,2025-09-16,Wine,Signature,20.0,300,Card,54.0
Teja Wines – Ongole,Ongole,2025-10-12,Vodka,Royal Stag,5.0,90,UPI,49.0
Teja Wines – Ongole,Ongole,2025-12-10,Whisky,Royal Stag,1.0,300,Cash,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-07,Brandy,Kingfisher,10.0,90,Cash,27.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-18,Beer,,4.0,90,Cash,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-25,Beer,Signature,5.0,1000,Card,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-14,Rum,Signature,4.0,220,UPI,39.0
Teja Wines – Ongole,Ongole,2025-11-28,Wine,Kingfisher,2.0,120,UPI,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-04,Wine,Signature,5.0,300,UPI,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-17,Vodka,Signature,10.0,120,UPI,39.0
Teja Wines – Ongole,Ongole,2025-12-05,Beer,Kingfisher,20.0,150,Card,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-15,Beer,Smirnoff,1.0,180,,18.0
Teja Wines – Ongole,Ongole,2025-07-12,Beer,Kingfisher,10.0,150,Cash,48.0
Teja Wines – Ongole,Ongole,2025-07-30,Rum,McDowell's,10.0,500,,
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-23,Beer,Signature,1.0,750,Cash,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-06,Beer,McDowell's,4.0,180,UPI,38.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-14,Whisky,Smirnoff,5.0,150,UPI,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-17,Rum,Royal Stag,20.0,1000,Card,59.0
Teja Wines – SN Padu,SN Padu,2025-09-22,Rum,Kingfisher,2.0,300,UPI,63.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-29,Vodka,,5.0,120,,21.0
Teja Wines – SN Padu,SN Padu,2025-07-28,Vodka,Smirnoff,20.0,220,Cash,58.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-21,Wine,Royal Stag,10.0,750,UPI,25.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-01,Vodka,McDowell's,1.0,300,Cash,22.0
Teja Wines – SN Padu,SN Padu,2025-11-28,Vodka,Signature,5.0,220,,50.0
Teja Wines – SN Padu,SN Padu,2025-09-08,Vodka,Kingfisher,2.0,220,Card,47.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-12,Brandy,Signature,4.0,180,UPI,58.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-13,Rum,Royal Stag,,180,Cash,45.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-31,Wine,Royal Stag,1.0,750,UPI,38.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-18,Beer,,,120,,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-22,Vodka,Kingfisher,5.0,750,,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-18,Whisky,Royal Stag,5.0,750,UPI,43.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-16,Whisky,Smirnoff,4.0,220,,48.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-30,Rum,,1.0,90,Card,37.0
Teja Wines – SN Padu,SN Padu,2025-08-20,Vodka,Smirnoff,2.0,1000,Cash,57.0
Teja Wines – Ongole,Ongole,2025-10-11,Brandy,McDowell's,2.0,1000,Card,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-07,Rum,,2.0,750,Cash,50.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-17,Wine,McDowell's,,150,UPI,41.0
Teja Wines – SN Padu,SN Padu,2025-11-28,Brandy,Signature,10.0,220,,28.0
Teja Wines – SN Padu,SN Padu,2025-09-04,Brandy,,1.0,180,Card,58.0
Teja Wines – Ongole,Ongole,2025-10-29,Vodka,McDowell's,4.0,1000,UPI,41.0
Teja Wines – Ongole,Ongole,2025-11-19,Rum,Bacardi,5.0,180,,40.0
Teja Wines – SN Padu,SN Padu,2025-07-09,Wine,Smirnoff,1.0,750,Card,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-20,Rum,Bacardi,3.0,120,,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-27,Brandy,McDowell's,2.0,300,Cash,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-15,Brandy,Bacardi,3.0,150,UPI,39.0
Teja Wines – SN Padu,SN Padu,2025-10-04,Wine,Smirnoff,20.0,750,UPI,33.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-28,Brandy,Royal Stag,10.0,300,UPI,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-07,Rum,Royal Stag,10.0,1000,Cash,32.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-15,Rum,,2.0,750,Cash,31.0
Teja Wines – SN Padu,SN Padu,2025-10-06,Wine,McDowell's,,500,,35.0
Teja Wines – Ongole,Ongole,2025-09-30,Rum,Smirnoff,4.0,750,UPI,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-26,Brandy,Kingfisher,20.0,1000,Cash,38.0
Teja Wines – Ongole,Ongole,2025-12-25,Beer,Smirnoff,10.0,300,Cash,63.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-10,Wine,,,150,,35.0
Teja Wines – SN Padu,SN Padu,2025-11-02,Rum,Bacardi,4.0,90,,33.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-15,Whisky,,10.0,500,UPI,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-22,Brandy,Smirnoff,10.0,500,,52.0
Teja Wines – Ongole,Ongole,2025-09-29,Wine,Kingfisher,,500,Card,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-06,Beer,Kingfisher,,90,Card,50.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-23,Whisky,Royal Stag,1.0,500,UPI,37.0
Teja Wines – Ongole,Ongole,2025-11-24,Vodka,Smirnoff,20.0,500,Cash,47.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-04,Beer,,2.0,180,UPI,23.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-30,Brandy,McDowell's,20.0,120,Card,22.0
Teja Wines – SN Padu,SN Padu,2025-11-17,Vodka,McDowell's,,1000,Cash,51.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-07,Beer,Signature,4.0,120,Card,46.0
Teja Wines – Ongole,Ongole,2025-08-26,Brandy,Signature,2.0,150,UPI,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-09,Rum,McDowell's,20.0,300,Card,49.0
Teja Wines – Ongole,Ongole,2025-12-11,Beer,McDowell's,5.0,500,Cash,63.0
Teja Wines – Ongole,Ongole,2025-11-27,Wine,Kingfisher,20.0,90,,23.0
Teja Wines – Ongole,Ongole,2025-07-06,Vodka,Kingfisher,5.0,150,Card,61.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-26,Rum,Royal Stag,10.0,150,Card,45.0
Teja Wines – Ongole,Ongole,2025-09-09,Rum,Smirnoff,4.0,500,UPI,36.0
Teja Wines – SN Padu,SN Padu,2025-09-09,Whisky,Kingfisher,2.0,150,UPI,34.0
Teja Wines – Ongole,Ongole,2025-07-05,Wine,Kingfisher,4.0,180,,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-13,Whisky,Signature,10.0,300,UPI,19.0
Teja Wines – SN Padu,SN Padu,2025-08-13,Rum,Signature,1.0,120,Cash,20.0
Teja Wines – SN Padu,SN Padu,2025-07-29,Brandy,Smirnoff,20.0,750,Card,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-03,Rum,Kingfisher,2.0,120,Cash,53.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Rum,McDowell's,3.0,90,Cash,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-01,Rum,Kingfisher,3.0,150,Cash,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-28,Brandy,Signature,,500,UPI,31.0
Teja Wines – SN Padu,SN Padu,2025-07-26,Whisky,Smirnoff,2.0,300,Card,63.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-01,Vodka,Bacardi,120.0,150,,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-29,Whisky,McDowell's,1.0,300,UPI,60.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-25,Beer,Kingfisher,,500,Card,25.0
Teja Wines – Ongole,Ongole,2025-12-26,Rum,Royal Stag,3.0,750,UPI,30.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-24,Brandy,McDowell's,10.0,150,Cash,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-19,Beer,McDowell's,4.0,750,Card,36.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-30,Vodka,McDowell's,5.0,1000,Cash,63.0
Teja Wines – SN Padu,SN Padu,2025-10-26,Beer,Royal Stag,2.0,120,UPI,42.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-18,Rum,Royal Stag,2.0,180,Cash,53.0
Teja Wines – Ongole,Ongole,2025-10-18,Vodka,Bacardi,10.0,180,UPI,58.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-04,Wine,,2.0,90,Card,58.0
Teja Wines – SN Padu,SN Padu,2025-07-09,Brandy,Signature,20.0,150,,21.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-18,Vodka,,,1000,,49.0
Teja Wines – Ongole,Ongole,2025-09-16,Wine,Smirnoff,3.0,120,UPI,44.0
Teja Wines – SN Padu,SN Padu,2025-12-08,Beer,Royal Stag,4.0,180,Cash,50.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-25,Vodka,McDowell's,2.0,300,Card,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-09,Vodka,Smirnoff,3.0,120,,53.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-06,Whisky,Royal Stag,4.0,180,Card,23.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-05,Vodka,McDowell's,10.0,120,Card,64.0
Teja Wines – Ongole,Ongole,2025-09-05,Brandy,McDowell's,1.0,150,UPI,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-05,Brandy,Kingfisher,3.0,180,Card,19.0
Teja Wines – SN Padu,SN Padu,2025-07-01,Brandy,McDowell's,4.0,220,Card,50.0
Teja Wines – Ongole,Ongole,2025-12-07,Rum,Signature,2.0,90,UPI,45.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-23,Whisky,Smirnoff,1.0,750,,61.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-13,Brandy,Signature,3.0,120,Card,
Teja Wines – Kothapatnam,Kothapatnam,2025-08-30,Beer,Kingfisher,5.0,220,,40.0
Teja Wines – SN Padu,SN Padu,2025-12-02,Whisky,,3.0,220,,35.0
Teja Wines – SN Padu,SN Padu,2025-12-12,Beer,Smirnoff,4.0,220,Card,60.0
Teja Wines – Ongole,Ongole,2025-09-17,Brandy,Kingfisher,20.0,500,UPI,56.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-17,Whisky,Kingfisher,3.0,750,Card,28.0
Teja Wines – SN Padu,SN Padu,2025-11-09,Beer,Smirnoff,10.0,220,Cash,24.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-07,Beer,McDowell's,5.0,180,UPI,21.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-20,Beer,Signature,10.0,180,Card,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-23,Rum,Royal Stag,20.0,180,,52.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-23,Beer,Kingfisher,2.0,500,,51.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-04,Rum,Kingfisher,,150,UPI,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-31,Vodka,Smirnoff,4.0,1000,Card,20.0
Teja Wines – Ongole,Ongole,2025-11-11,Brandy,Signature,1.0,1000,Cash,60.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-17,Beer,Signature,3.0,220,Card,60.0
Teja Wines – Ongole,Ongole,2025-12-13,Brandy,McDowell's,4.0,500,Card,22.0
Teja Wines – SN Padu,SN Padu,2025-08-17,Brandy,Bacardi,3.0,120,,47.0
Teja Wines – Ongole,Ongole,2025-10-20,Whisky,Signature,4.0,90,,47.0
Teja Wines – Ongole,Ongole,2025-08-21,Wine,,2.0,500,Cash,33.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-27,Beer,Signature,10.0,750,Card,53.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-23,Beer,Kingfisher,20.0,180,,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-07,Whisky,,10.0,220,Cash,36.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-11,Beer,Signature,5.0,300,Card,24.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-06,Beer,Royal Stag,1.0,1000,,48.0
Teja Wines – Ongole,Ongole,2025-08-19,Wine,Kingfisher,3.0,750,Cash,37.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-10,Brandy,Kingfisher,4.0,500,,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-18,Wine,Royal Stag,20.0,150,UPI,44.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-20,Rum,Smirnoff,,220,Cash,56.0
Teja Wines – SN Padu,SN Padu,2025-09-11,Brandy,Bacardi,2.0,90,,25.0
Teja Wines – SN Padu,SN Padu,2025-10-04,Beer,Bacardi,,750,Card,62.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-07,Vodka,Smirnoff,20.0,500,UPI,
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-22,Wine,Royal Stag,10.0,300,UPI,49.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-18,Brandy,Kingfisher,20.0,750,,32.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-23,Beer,Signature,2.0,750,UPI,24.0
Teja Wines – Ongole,Ongole,2025-08-28,Brandy,Royal Stag,10.0,1000,,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-11,Beer,McDowell's,3.0,220,Cash,28.0
Teja Wines – SN Padu,SN Padu,2025-12-30,Vodka,Royal Stag,5.0,500,UPI,40.0
Teja Wines – SN Padu,SN Padu,2025-09-07,Rum,,5.0,150,UPI,27.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-08,Wine,Signature,3.0,750,Cash,43.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-26,Wine,Royal Stag,5.0,1000,UPI,46.0
Teja Wines – Ongole,Ongole,2025-09-19,Beer,McDowell's,3.0,500,Card,37.0
